UBERON:0003881	11536
UBERON:0002401	20741
CL:0000655	19489
UBERON:0008952	59087
UBERON:0002369	177317
UBERON:0000057	19131
UBERON:0005969	62
UBERON:0008266	9947
UBERON:0007227	18628
UBERON:0004502	20828
UBERON:0002384	11462
UBERON:0000059	20832
UBERON:0035841	59087
UBERON:0002385	10497
UBERON:0001119	59087
UBERON:0000074	11153
UBERON:0002407	18750
UBERON:0001134	59146
UBERON:0000977	9405
UBERON:0001135	10427
UBERON:0003889	138930
UBERON:0000992	59146
UBERON:0000979	19379
UBERON:0001150	59087
UBERON:0004736	12071
UBERON:0002190	59144
UBERON:0001826	19849
CL:0000023	19988
UBERON:0000995	21102
UBERON:0001614	19109
UBERON:0001153	19618
UBERON:0000996	59144
UBERON:0001154	11120
UBERON:0000997	20833
UBERON:0005351	7212
UBERON:0002000	10336
UBERON:0001155	59146
UBERON:0000998	20655
UBERON:0001844	124
UBERON:0006914	41852
UBERON:0003027	11581
UBERON:0001630	11708
UBERON:0001383	59087
UBERON:0002196	59087
UBERON:0001157	59087
UBERON:0002217	18884
UBERON:0001159	7967
UBERON:0001388	59087
UBERON:0000362	20734
UBERON:0001637	1390
UBERON:0002021	20597
UBERON:0001638	118
UBERON:0004087	18281
UBERON:0002691	18555
UBERON:0002250	59087
CL:0000738	59087
UBERON:0004811	7572
UBERON:0000369	4
UBERON:0018303	59087
UBERON:0001882	59144
UBERON:0002469	118174
UBERON:0001003	23
UBERON:0001905	238
UBERON:0002483	19061
UBERON:0005200	59144
UBERON:0001906	18506
UBERON:0001231	11793
CL:0000083	16841
UBERON:0000407	70
UBERON:0004797	10403
UBERON:0001199	59087
UBERON:0000173	20833
UBERON:0004819	16785
UBERON:0004358	19540
UBERON:0002046	59146
UBERON:0001675	18677
Anatomical entity ID	1
UBERON:0001021	2002
UBERON:0004359	19340
UBERON:0001235	139005
UBERON:0001690	11
UBERON:0002736	18284
UBERON:0002048	118240
UBERON:0000178	59147
UBERON:0007808	20833
UBERON:0007610	59087
UBERON:0003126	19994
UBERON:0002080	20252
UBERON:0001255	59144
UBERON:0000002	20733
UBERON:0002081	20726
UBERON:0004167	10442
UBERON:0002082	20800
UBERON:0001043	59143
UBERON:0002771	20568
UBERON:0001044	79950
UBERON:0002331	44
UBERON:0002084	59147
UBERON:0001259	10286
UBERON:0000006	15843
